position, density-ex, pressure-ex, internal-energy-ex, velocity-ex, zero
1.035000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.035500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.036000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.036500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.037000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.037500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.038000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.038500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.039000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.039500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.040000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.040500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.041000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.041500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.042000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.042500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.043000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.043500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.044000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.044500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.045000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.045500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.046000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.046500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.047000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.047500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.048000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.048500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.049000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.049500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.050000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.050500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.051000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.051500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.052000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.052500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.053000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.053500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.054000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.054500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.055000, 1.000000, 0.000000, 0.000000, 0.000000, 0.
1.055500, 1.000000, 0.000000, 0.000000, 0.000000, 0.
